SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
OCDadults_casevsCN,L_bankssts,0.022,5.722,,,1282,1356,0.58,0.894
OCDadults_casevsCN,L_caudalanteriorcingulate,0.017,4.565,,,1413,1472,0.6459999999999999,0.894
OCDadults_casevsCN,L_caudalmiddlefrontal,-0.04,11.981,,,1427,1477,0.287,0.878
OCDadults_casevsCN,L_cuneus,-0.023,6.747000000000001,,,1402,1464,0.536,0.878
OCDadults_casevsCN,L_entorhinal,-0.013,2.827,,,1316,1381,0.742,0.927
OCDadults_casevsCN,L_fusiform,0.028,12.95,,,1426,1487,0.451,0.878
OCDadults_casevsCN,L_inferiorparietal,0.036,19.456,,,1363,1433,0.34600000000000003,0.878
OCDadults_casevsCN,L_inferiortemporal,-0.023,14.447000000000001,,,1382,1469,0.536,0.878
OCDadults_casevsCN,L_isthmuscingulate,-0.02,5.553,,,1429,1491,0.593,0.894
OCDadults_casevsCN,L_lateraloccipital,-0.045,17.391,,,1417,1479,0.23199999999999998,0.787
OCDadults_casevsCN,L_lateralorbitofrontal,-0.048,8.562999999999999,,,1431,1493,0.193,0.726
OCDadults_casevsCN,L_lingual,-0.026,13.305,,,1425,1489,0.479,0.878
OCDadults_casevsCN,L_medialorbitofrontal,-0.003,7.492999999999999,,,1428,1489,0.938,0.9840000000000001
OCDadults_casevsCN,L_middletemporal,0.008,12.095999999999998,,,1319,1366,0.83,0.96
OCDadults_casevsCN,L_parahippocampal,0.051,3.563,,,1422,1488,0.175,0.726
OCDadults_casevsCN,L_paracentral,-0.016,5.992000000000001,,,1428,1489,0.672,0.8959999999999999
OCDadults_casevsCN,L_parsopercularis,-0.087,9.133,,,1425,1488,0.02,0.275
OCDadults_casevsCN,L_parsorbitalis,-0.032,2.667,,,1429,1488,0.395,0.878
OCDadults_casevsCN,L_parstriangularis,-0.095,6.525,,,1432,1490,0.011000000000000001,0.188
OCDadults_casevsCN,L_pericalcarine,-0.014,7.519,,,1404,1481,0.713,0.927
OCDadults_casevsCN,L_postcentral,-0.071,14.638,,,1401,1464,0.059000000000000004,0.5429999999999999
OCDadults_casevsCN,L_posteriorcingulate,-0.025,5.627999999999999,,,1429,1491,0.494,0.878
OCDadults_casevsCN,L_precentral,0.002,15.082,,,1406,1470,0.951,0.9840000000000001
OCDadults_casevsCN,L_precuneus,0.034,13.017999999999999,,,1424,1492,0.35700000000000004,0.878
OCDadults_casevsCN,L_rostralanteriorcingulate,-0.004,4.868,,,1413,1472,0.91,0.982
OCDadults_casevsCN,L_rostralmiddlefrontal,<0.001,20.755,,,1427,1484,0.991,0.991
OCDadults_casevsCN,L_superiorfrontal,-0.058,21.708000000000002,,,1411,1436,0.126,0.716
OCDadults_casevsCN,L_superiorparietal,-0.049,19.552,,,1415,1468,0.19399999999999998,0.726
OCDadults_casevsCN,L_superiortemporal,-0.071,13.374,,,1294,1330,0.07200000000000001,0.5429999999999999
OCDadults_casevsCN,L_supramarginal,-0.055,17.287,,,1308,1362,0.161,0.726
OCDadults_casevsCN,L_frontalpole,-0.034,1.225,,,1433,1489,0.364,0.878
OCDadults_casevsCN,L_temporalpole,-0.001,2.157,,,1434,1492,0.988,0.991
OCDadults_casevsCN,L_transversetemporal,-0.164,2.653,,,1431,1492,1.07e-05,0.001
OCDadults_casevsCN,L_insula,-0.049,7.277,,,1412,1470,0.187,0.726
OCDadults_casevsCN,R_bankssts,0.027,4.732,,,1319,1389,0.478,0.878
OCDadults_casevsCN,R_caudalanteriorcingulate,-0.048,5.2829999999999995,,,1420,1481,0.203,0.726
OCDadults_casevsCN,R_caudalmiddlefrontal,-0.005,12.159,,,1421,1484,0.885,0.982
OCDadults_casevsCN,R_cuneus,-0.017,6.643,,,1399,1463,0.6579999999999999,0.894
OCDadults_casevsCN,R_entorhinal,-0.021,4.552,,,1242,1333,0.595,0.894
OCDadults_casevsCN,R_fusiform,-0.005,12.499,,,1426,1459,0.9009999999999999,0.982
OCDadults_casevsCN,R_inferiorparietal,0.055,21.798000000000002,,,1377,1451,0.14800000000000002,0.726
OCDadults_casevsCN,R_inferiortemporal,0.018,13.8,,,1399,1487,0.629,0.894
OCDadults_casevsCN,R_isthmuscingulate,-0.03,4.9639999999999995,,,1427,1495,0.415,0.878
OCDadults_casevsCN,R_lateraloccipital,-0.024,17.907,,,1419,1478,0.526,0.878
OCDadults_casevsCN,R_lateralorbitofrontal,0.008,9.302999999999999,,,1429,1496,0.833,0.96
OCDadults_casevsCN,R_lingual,-0.011,12.633,,,1431,1491,0.76,0.927
OCDadults_casevsCN,R_medialorbitofrontal,0.03,6.212999999999999,,,1426,1487,0.42100000000000004,0.878
OCDadults_casevsCN,R_middletemporal,-0.032,11.975,,,1401,1467,0.387,0.878
OCDadults_casevsCN,R_parahippocampal,0.017,3.3939999999999997,,,1418,1486,0.64,0.894
OCDadults_casevsCN,R_paracentral,0.028,6.999,,,1430,1492,0.46,0.878
OCDadults_casevsCN,R_parsopercularis,-0.039,7.757999999999999,,,1416,1478,0.299,0.878
OCDadults_casevsCN,R_parsorbitalis,0.002,3.3080000000000003,,,1429,1494,0.955,0.9840000000000001
OCDadults_casevsCN,R_parstriangularis,-0.032,8.146,,,1421,1461,0.387,0.878
OCDadults_casevsCN,R_pericalcarine,-0.034,8.033,,,1407,1476,0.363,0.878
OCDadults_casevsCN,R_postcentral,-0.013,14.127,,,1412,1472,0.725,0.927
OCDadults_casevsCN,R_posteriorcingulate,-0.069,5.93,,,1425,1491,0.066,0.5429999999999999
OCDadults_casevsCN,R_precentral,-0.007,16.586,,,1403,1453,0.8490000000000001,0.9620000000000001
OCDadults_casevsCN,R_precuneus,-0.008,14.302,,,1427,1490,0.828,0.96
OCDadults_casevsCN,R_rostralanteriorcingulate,-0.06,4.45,,,1411,1474,0.109,0.6729999999999999
OCDadults_casevsCN,R_rostralmiddlefrontal,0.011,21.232,,,1422,1492,0.763,0.927
OCDadults_casevsCN,R_superiorfrontal,-0.061,21.881,,,1408,1477,0.10400000000000001,0.6729999999999999
OCDadults_casevsCN,R_superiorparietal,-0.034,19.048,,,1409,1467,0.366,0.878
OCDadults_casevsCN,R_superiortemporal,-0.11,11.489,,,1314,1379,0.005,0.12
OCDadults_casevsCN,R_supramarginal,-0.079,16.192999999999998,,,1319,1387,0.042,0.473
OCDadults_casevsCN,R_frontalpole,0.017,1.555,,,1432,1494,0.649,0.894
OCDadults_casevsCN,R_temporalpole,0.023,2.2030000000000003,,,1428,1462,0.542,0.878
OCDadults_casevsCN,R_transversetemporal,-0.104,1.9580000000000002,,,1432,1495,0.005,0.12
OCDadults_casevsCN,R_insula,-0.024,7.97,,,1413,1461,0.523,0.878
